citing_patent,citing_title,citing_assignee,citing_url
US-2012042156-A1,Method of multiple boot manager,"MA MOU-MING, CHAO CHING-HUNG, TSENG PO-CHANG, GIGA BYTE TECHNOLOGY CO LTI",https://patents.google.com/patent/US20120042156A1
US-7480793-B1,Dynamically configuring the environment of a recovery OS from an installed OS,SYMANTEC CORP,https://patents.google.com/patent/US7480793B1
US-12299130-B2,"Method for secure, efficient startup of hyper-converged systems using hybrid centralization",ROCKWELL COLLINS INC,https://patents.google.com/patent/US12299130B2
US-2010262820-A1,Method of controlling a pda phone and pda phone using the same,CHEN WEI-TING,https://patents.google.com/patent/US20100262820A1
CN-102799449-A,Multi-system starting method and system,HIKVISION DIGITAL TECH CO LTD,https://patents.google.com/patent/CN102799449A
US-2008209202-A1,"Apparatus operable under an operating system, method of controlling apparatus and computer-readable recording medium",FUJITSU LTD,https://patents.google.com/patent/US20080209202A1
US-2009037722-A1,Integration Model for Instant-On Environment,"CHONG BENEDICT T, SHEU PHILILP, DENG THOMAS, CHIN VICTOR, FANG XUN, SHIU JIAN-JUNG, WANG HONG-SHENG, TSAI WEN-PIN, LIN WEI-NAN",https://patents.google.com/patent/US20090037722A1
US-7840909-B2,Portable computing apparatus and processing method using the same,SAMSUNG ELECTRONICS CO LTD,https://patents.google.com/patent/US7840909B2
US-2008082810-A1,Semi-persistent relocatable ram-based virtual floppy disk method,HEWLETT PACKARD DEVELOPMENT CO,https://patents.google.com/patent/US20080082810A1
US-8083593-B2,Recording media on gaming consoles,"WHITE JASON, ROSHAK TODD, TURKSTRA CHRIS, SEETHARAMAN LOGANANTH, MILLIGAN TIMOTHY, LAW STACEY, DISCOLO ANTHONY, MICROSOFT CORP",https://patents.google.com/patent/US8083593B2
US-D673176-S,Display screen with icon,"PHELAN KIERAN, MICROSOFT CORP",https://patents.google.com/patent/USD673176S
US-2007143518-A1,Portable computing apparatus and processing method using the same,SAMSUNG ELECTRONICS CO LTD,https://patents.google.com/patent/US20070143518A1
US-2008077786-A1,Rapid-boot computing device with dual operating systems,"PIERCE JAMES R, WALKER ERIC H, WAHL JOHN A",https://patents.google.com/patent/US20080077786A1
US-8954269-B2,Host based satellite positioning systems,"YAMAMOTO CLIFFORD, NONIS SEBASTIAN, PANDE ASHUTOSH, BULATOVIC NIKOLA, WITANIS STEFAN, CSR TECHNOLOGY INC",https://patents.google.com/patent/US8954269B2
US-6957286-B1,System and device for switching operating system,HARD GUARD LTD,https://patents.google.com/patent/US6957286B1
US-7234055-B2,Computer operating booting system making use of multi-buttons,INVENTEC CORP,https://patents.google.com/patent/US7234055B2
US-6928542-B2,Method and system for starting a multiple PDA operating system through a menu,INVENTEC CORP,https://patents.google.com/patent/US6928542B2
US-8819321-B2,Systems and methods for providing instant-on functionality on an embedded controller,"BUTCHER WADE, MADDUKURI AKKIAH, JREIJ ELIE, DELL PRODUCTS LP",https://patents.google.com/patent/US8819321B2
CN-103377054-A,Starting method and starting device,LENOVO BEIJING LTD,https://patents.google.com/patent/CN103377054A
US-2006047940-A1,Computer multi-buttons booting system and method,"CHIU CHAUCER, HUANG AMOS",https://patents.google.com/patent/US20060047940A1
US-2009228881-A1,Linux matrix compilation system and method,"MUKKER ATUL, BAGALKOTE SREENIVAS",https://patents.google.com/patent/US20090228881A1
US-8533707-B2,Linux matrix compilation system and method,"MUKKER ATUL, BAGALKOTE SREENIVAS, LSI CORP",https://patents.google.com/patent/US8533707B2
US-8819483-B2,"Computing device with redundant, dissimilar operating systems","PIERCE JAMES R, WALKER ERIC H, WAHL JOHN A, L 3 COMM CORP",https://patents.google.com/patent/US8819483B2
US-2009138865-A1,Performing an operating system upgrade without multiple system interruptions,"FURBEE RICHARD L, REIST RANDOLPH C, LERCH III JOSEPH, NEILL JOSEPH, THOMPSON JIM",https://patents.google.com/patent/US20090138865A1
US-6978363-B2,System and method to enable a legacy BIOS system to boot from a disk that includes EFI GPT partitions,HEWLETT PACKARD DEVELOPMENT CO,https://patents.google.com/patent/US6978363B2
US-2003093658-A1,Method and system for starting a multiple PDA operating system through a menu,"Say-Ling Wen, Chuan-Cheng Chiu",https://patents.google.com/patent/US20030093658A1
US-2008209198-A1,Boot Acceleration For Computer Systems,"MAJNI TIMOTHY W, THOMPSON MARK J",https://patents.google.com/patent/US20080209198A1
US-8291209-B2,Integration model for instant-on environment,"CHONG BENEDICT T, SHEU PHILIP, DENG THOMAS, CHIN VICTOR, FANG XUN, SHIU JIAN-JUNG, WANG HONG-SHENG, TSAI WEN-PIN, LIN WEI-NAN, SPLASHTOP INC",https://patents.google.com/patent/US8291209B2
US-9358470-B2,Television viewing on gaming consoles,MICROSOFT TECHNOLOGY LICENSING LLC,https://patents.google.com/patent/US9358470B2
CN-112988242-B,System and method for searching installed starter to select starter to be executed,"英业达科技有限公司, 英业达股份有限公司",https://patents.google.com/patent/CN112988242B
US-2006190106-A1,Method for consistent storage of data in an industrial controller,ROCKWELL AUTOMATION TECH INC,https://patents.google.com/patent/US20060190106A1
EP-2174217-A4,Integration model for instant-on environment,"SPLASHTOP INC, TSAI WEN PIN",https://patents.google.com/patent/EP2174217A4
US-7792639-B2,Host based satellite positioning systems,SIRF TECH INC,https://patents.google.com/patent/US7792639B2
US-9766944-B2,Dynamic partition dual boot mobile phone device,MICROSOFT TECHNOLOGY LICENSING LLC,https://patents.google.com/patent/US9766944B2
US-7568090-B2,Speedy boot for computer systems,HEWLETT PACKARD DEVELOPMENT CO,https://patents.google.com/patent/US7568090B2
CN-118427018-A,"Auxiliary restoration method, device, electronic equipment, storage medium, system and computer program product of operating system",UNIONTECH TECH CO LTD,https://patents.google.com/patent/CN118427018A
US-9495368-B2,Method for consistent storage of data in an industrial controller,"KAY JAMES J, JOHNSTON DAVID ALLEN, URDANETA SHELLY LYNN, SIEGEL STUART BLAIR, ROCKWELL AUTOMATION TECH INC",https://patents.google.com/patent/US9495368B2
US-2005183095-A1,"Information processing apparatus, method for controlling information processing apparatus, and strorage medium storing program for realizing the method",CANON KK,https://patents.google.com/patent/US20050183095A1
US-8751783-B2,Booting computing devices with EFI aware operating systems,"PIWONKA MARK, WIGINTON SCOTTY, HEWLETT PACKARD DEVELOPMENT CO",https://patents.google.com/patent/US8751783B2
US-2007083829-A1,Application program initiation with initial display selection,IBM,https://patents.google.com/patent/US20070083829A1
US-2009292912-A1,"Storage medium storing master boot record, computer system having the same and booting method of the computer system",SAMSUNG ELECTRONICS CO LTD,https://patents.google.com/patent/US20090292912A1
US-2011029924-A1,Portable computing apparatus and processing method using the same,SAMSUNG ELECTRONICS CO LTD,https://patents.google.com/patent/US20110029924A1
US-7822961-B2,Semi-persistent relocatable ram-based virtual floppy disk method,HEWLETT PACKARD DEVELOPMENT CO,https://patents.google.com/patent/US7822961B2
CN-100403262-C,Computer device starting method and computer device using same,VIA TECH INC,https://patents.google.com/patent/CN100403262C
US-8762699-B1,"System, apparatus, and method for initiating a reboot of a personal computer system by pressing a button on an attached storage device and causing the operating system on the attached storage device to be booted","STREUTER GARY, DEETZ RANDALL, BURKE KENNETH, CMS PRODUCTS INC",https://patents.google.com/patent/US8762699B1
US-2001018717-A1,"Computer system, operating system switching system, operating system mounting method, operating system switching method, storage medium, and program transmission apparatus",IBM,https://patents.google.com/patent/US20010018717A1
US-6367074-B1,Operation of a system,INTEL CORP,https://patents.google.com/patent/US6367074B1
US-2005213603-A1,Four layer architecture for network device drivers,"KARIGHATTAM KISHORE, PADIYAR PRASAD P, VASUDEVA HARISH",https://patents.google.com/patent/US20050213603A1
US-2005066337-A1,Portable operating environment,Carmody Quinn,https://patents.google.com/patent/US20050066337A1
US-2006058658-A1,Communications between co-located operating systems for medical diagnostic ultrasound and other systems,SIEMENS MEDICAL SOLUTIONS,https://patents.google.com/patent/US20060058658A1
CN-100570557-C,Computer system and boot method for providing multiple boot programs,CYBERLINK SCIENCE AND TECHNOLO,https://patents.google.com/patent/CN100570557C
US-2013198248-A1,Method for consistent storage of data in an industrial controller,"KAY JAMES J, JOHNSTON DAVID ALLEN, URDANETA SHELLY LYNN, SIEGEL STUART BLAIR, ROCKWELL AUTOMATION TECH INC",https://patents.google.com/patent/US20130198248A1
US-2003158917-A1,Modifying system configuration based on parameters received from an infrastructure,"Andrew Felix G.T.I., Ramig Randal J., Zeke Koch",https://patents.google.com/patent/US20030158917A1
US-7676814-B2,Four layer architecture for network device drivers,GLOBALFOUNDRIES INC,https://patents.google.com/patent/US7676814B2
US-2006130000-A1,System and method for operating systems,"MIYAO TAKESHI, KASASHIMA HIROKAZU, NAKAMURA TOMOAKI, OHNO HIROSHI, KAMIWAKI TADASHI, SAITO MASAHIKO, INOUE TARO",https://patents.google.com/patent/US20060130000A1
US-7548988-B2,Software downloading using a television broadcast channel,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7548988B2
US-6532538-B1,Method and system for supporting multiple operating systems on the same disk running on different computers at the same time,IBM,https://patents.google.com/patent/US6532538B1
US-7376974-B2,Apparatus and method for creating a trusted environment,HEWLETT PACKARD DEVELOPMENT CO,https://patents.google.com/patent/US7376974B2
US-7822829-B2,Method for interfacing scanned product information with a source for the product over a global network,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7822829B2
US-8296440-B2,Method and apparatus for accessing a remote location with an optical reader having a programmable memory system,"PHILYAW JEFFRY JOVAN, DAVIS DOUGLAS L, RPX CORP",https://patents.google.com/patent/US8296440B2
US-9633206-B2,Demonstrating integrity of a compartment of a compartmented operating system,"DALTON CHRISTOPHER I, HEWLETT PACKARD DEVELOPMENT CO LP",https://patents.google.com/patent/US9633206B2
US-6892261-B2,Multiple operating system control method,HITACHI LTD,https://patents.google.com/patent/US6892261B2
US-7912760-B2,Method and apparatus for utilizing a unique transaction code to update a magazine subscription over the internet,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7912760B2
US-6857069-B1,Modified operating system boot sequence for iSCSI device support,CISCO TECH IND,https://patents.google.com/patent/US6857069B1
US-7536478-B2,Method and apparatus for opening and launching a web browser in response to an audible signal,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7536478B2
US-2002120884-A1,Multi-computer fault detection system,"Tetsuaki Nakamikawa, Masahiko Saito, Takanori Yokoyama, Hiroshi Ohno",https://patents.google.com/patent/US20020120884A1
US-2002194496-A1,Multiple trusted computing environments,"Jonathan Griffin, Dalton Christopher I., Michael Child, Liqun Chen, Norman Andrew Patrick",https://patents.google.com/patent/US20020194496A1
US-8005985-B2,Method and apparatus for utilizing an audibly coded signal to conduct commerce over the internet,RPX & MDASH LV ACQUISITION LLC,https://patents.google.com/patent/US8005985B2
CN-107111502-A,Application installation/uninstallation across multiple systems,MICROSOFT TECHNOLOGY LICENSING LLC,https://patents.google.com/patent/CN107111502A
US-7908467-B2,Automatic configuration of equipment software,RPX LV ACQUISTION LLC,https://patents.google.com/patent/US7908467B2
US-2008244564-A1,Bookmark and configuration file for installation sequence,MICROSOFT CORP,https://patents.google.com/patent/US20080244564A1
US-2004177193-A1,Multiple operating system control method,"Hiroshi Ohno, Tomoaki Nakamura, Shigenori Kaneko, Ryokichi Yoshizawa, Naoshi Kato, Manabu Yamauchi, Toshiaki Arai, Tomoki Sekiguchi",https://patents.google.com/patent/US20040177193A1
US-2002194132-A1,Renting a computing environment on a trusted computing platform,HEWLETT PACKARD CO,https://patents.google.com/patent/US20020194132A1
US-7636788-B2,Method and apparatus for matching a user&#39;s use profile in commerce with a broadcast,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7636788B2
US-2003172109-A1,Trusted operating system,"Dalton Christoper I., Choo Tse Huong, Norman Andrew Patrick",https://patents.google.com/patent/US20030172109A1
US-2004249998-A1,Uploading TCP frame data to user buffers and buffers in system memory,"Anand Rajagopalan, Radoslav Danilak, Gyugyi Paul J., Jha Ashutosh K., Maufer Thomas A., Sameer Nanda, Sidenblad Paul J.",https://patents.google.com/patent/US20040249998A1
TW-I596545-B,0,HUAWEI TECH CO LTD,https://patents.google.com/patent/TWI596545B
US-7865876-B2,Multiple trusted computing environments,HEWLETT PACKARD DEVELOPMENT CO,https://patents.google.com/patent/US7865876B2
WO-2016109610-A1,Application installation/uninstallation across multiple systems,MICROSOFT TECHNOLOGY LICENSING LLC,https://patents.google.com/patent/WO2016109610A1
US-7979576-B2,Method and apparatus for connecting a user location to one of a plurality of destination locations on a network,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7979576B2
US-9652215-B2,Application installation/uninstallation across multiple systems,MICROSOFT TECHNOLOGY LICENSING LLC,https://patents.google.com/patent/US9652215B2
US-7739353-B2,Launching a web site using a personal device,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7739353B2
CN-100517295-C,Personal computer integrated with personal digital assistant,O2 MICRO USA LTD,https://patents.google.com/patent/CN100517295C
US-10628171-B2,"Multi-operating system device, notification device and methods thereof",HUAWEI TECH CO LTD,https://patents.google.com/patent/US10628171B2
US-8069098-B2,Input device for allowing interface to a web site in association with a unique input code,"PHILYAW JEFFRY JOVAN, MATHEWS DAVID KENT, RPX LV ACQUISITION LLC",https://patents.google.com/patent/US8069098B2
US-11321098-B2,"Multi-operating system device, notification device and methods thereof",HUAWEI TECH CO LTD,https://patents.google.com/patent/US11321098B2
US-6826592-B1,Digital ID for selecting web browser and use preferences of a user during use of a web application,LV PARTNERS LP,https://patents.google.com/patent/US6826592B1
KR-20170102880-A,Application installation/uninstallation across multiple systems,MICROSOFT TECHNOLOGY LICENSING LLC,https://patents.google.com/patent/KR20170102880A
US-7819316-B2,Portable scanner for enabling automatic commerce transactions,LV PARTNERS L P,https://patents.google.com/patent/US7819316B2
CN-1303528-C,Automatic switching method between Xwindows display mode and console display mode,INVENTEC CO LTD,https://patents.google.com/patent/CN1303528C
EP-1490786-A4,Personal computer integrated with personal digital assistant,O2MICRO INC,https://patents.google.com/patent/EP1490786A4
US-8218765-B2,Information system,"PROUDLER GRAEME JOHN, BALACHEFF BORIS, HEWLETT PACKARD DEVELOPMENT CO",https://patents.google.com/patent/US8218765B2
WO-2016134601-A1,"Multi-operating system device, notification device and methods thereof",HUAWEI TECH CO LTD,https://patents.google.com/patent/WO2016134601A1
US-7596786-B2,Method and apparatus for utilizing an existing product code to issue a match to a predetermined location on a global network,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7596786B2
US-7912961-B2,Input device for allowing input of unique digital code to a user&#39;s computer to control access thereof to a web site,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7912961B2
US-7870189-B2,Input device having positional and scanning capabilities,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7870189B2
US-6715016-B1,Multiple operating system control method,HITACHI LTD,https://patents.google.com/patent/US6715016B1
US-7904344-B2,Accessing a vendor web site using personal account information retrieved from a credit card company web site,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7904344B2
US-8219496-B2,Method of and apparatus for ascertaining the status of a data processing environment,"PEARSON SIANI LYNNE, PROUDLER GRAEME JOHN, HEWLETT PACKARD DEVELOPMENT CO",https://patents.google.com/patent/US8219496B2
US-8539587-B2,"Methods, devices and data structures for trusted data","PROUDLER GRAEME JOHN, BURTON WILLIAM, KUHLMANN DIRK, PLAQUIN DAVID, HEWLETT PACKARD DEVELOPMENT CO",https://patents.google.com/patent/US8539587B2
US-7925780-B2,Method for connecting a wireless device to a remote location on a network,RPX LV ACQUISITION LLC,https://patents.google.com/patent/US7925780B2
US-8239854-B2,Bookmark and configuration file for installation sequence,"SONKIN DMITRY, VARTAK UNMESH, GREISEN MARC, MICROSOFT CORP",https://patents.google.com/patent/US8239854B2
US-2007005988-A1,Multimodal authentication,MICROSOFT CORP,https://patents.google.com/patent/US20070005988A1
US-2010122350-A1,Password methods and systems for use on a mobile device,RESEARCH IN MOTION LTD,https://patents.google.com/patent/US20100122350A1
US-2016314304-A1,Decryption method for use in displaying data,GETAC TECHNOLOGY CORP,https://patents.google.com/patent/US20160314304A1
US-10497005-B2,Method for acquiring services on a multiplicity of devices,AT & T IP I LP,https://patents.google.com/patent/US10497005B2
US-9471761-B2,Unlocking electronic devices using touchscreen input gestures,IBM,https://patents.google.com/patent/US9471761B2
US-2013160109-A1,Method and device,"KLINGHULT GUNNAR, SONY ERICSSON MOBILE COMM AB",https://patents.google.com/patent/US20130160109A1
US-10698939-B2,System and method for customizing images,CORTICA LTD,https://patents.google.com/patent/US10698939B2
US-11523273-B2,Wearable identity device for fingerprint bound access to a cloud service,SIDEASSURE INC,https://patents.google.com/patent/US11523273B2
US-10754538-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US10754538B2
US-2009249496-A1,"Information terminal apparatus, information processing method, and computer readable medium storing program thereof",FUJITSU LTD,https://patents.google.com/patent/US20090249496A1
CN-107315965-A,A kind of computer system ensured information security,TIANJIN QINGCHUANG TECH CO LTD,https://patents.google.com/patent/CN107315965A
US-10007802-B2,"Device, method, and graphical user interface for accessing an application in a locked device",APPLE INC,https://patents.google.com/patent/US10007802B2
US-10872148-B2,"System, method, and computer program product for isolating a device associated with at least potential data leakage activity, based on user input",MCAFEE LLC,https://patents.google.com/patent/US10872148B2
US-9519771-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9519771B2
US-11989394-B2,"Device, method, and graphical user interface for manipulating user interfaces based on fingerprint sensor inputs",APPLE INC,https://patents.google.com/patent/US11989394B2
US-9304624-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9304624B2
CN-105989269-A,Unlocking method and device and multi-system terminal,SHENZHEN COOLPAD SOFTWARE TECH CO LTD,https://patents.google.com/patent/CN105989269A
US-11003756-B2,System and method for verifying unique user identification,GRAS SEATON,https://patents.google.com/patent/US11003756B2
US-2015169858-A1,Pluggable authentication mechanism for mobile device applications,ALCATEL LUCENT,https://patents.google.com/patent/US20150169858A1
US-11669238-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US11669238B2
CN-108491703-A,A kind of double verification unlocking method and system based on comprehensive screen equipment,"UNIV ZHEJIANG, HANGZHOU LEISAIWEI TECH CO LTD",https://patents.google.com/patent/CN108491703A
US-9092132-B2,"Device, method, and graphical user interface with a dynamic gesture disambiguation threshold","MIGOS CHARLES J, MIURA BRITT S, LEFFERT AKIVA D, APPLE INC",https://patents.google.com/patent/US9092132B2
US-8873814-B2,System and method for using fingerprint sequences for secured identity verification,"GOEL AMIT, CA INC",https://patents.google.com/patent/US8873814B2
US-12262111-B2,"Device, method, and graphical user interface for accessing an application in a locked device",APPLE INC,https://patents.google.com/patent/US12262111B2
US-9250795-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9250795B2
US-2019171803-A1,Method and apparatus for user authentication based on touch input including fingerprint information,BAE JAE KWANG,https://patents.google.com/patent/US20190171803A1
US-2017372087-A1,Method and system for data management,LINE CORP,https://patents.google.com/patent/US20170372087A1
US-11165963-B2,"Device, method, and graphical user interface for accessing an application in a locked device","DELLINGER RICHARD R, BHOGAL NIKHIL, APPLE INC",https://patents.google.com/patent/US11165963B2
US-9047453-B2,"Unlocking method, computer readable storage medium for storing thereof and handheld electrical device applying thereof","HUANG CHUN-HSIANG, LU TAI-LING, WANG CHIH-KUANG, HTC CORP",https://patents.google.com/patent/US9047453B2
US-9953152-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9953152B2
US-8271642-B1,"System, method, and computer program product for isolating a device associated with at least potential data leakage activity, based on user input","SANKARARAMAN SRINIVASAN, KOLINGIVADI DEEPAKESWARAN, MCAFEE INC",https://patents.google.com/patent/US8271642B1
US-11468155-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US11468155B2
US-9146673-B2,"Device, method, and graphical user interface for manipulating soft keyboards","KOCH JONATHAN, VICTOR B MICHAEL, CIEPLINSKI AVI E, MISSIG JULIAN, APPLE INC",https://patents.google.com/patent/US9146673B2
US-8694923-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US8694923B2
US-9954842-B2,"Method, client, server and system of login verification",ALIBABA GROUP HOLDING LTD,https://patents.google.com/patent/US9954842B2
US-10614626-B2,System and method for providing augmented reality challenges,CORTICA LTD,https://patents.google.com/patent/US10614626B2
US-11209961-B2,"Device, method, and graphical user interface for manipulating user interfaces based on fingerprint sensor inputs",APPLE INC,https://patents.google.com/patent/US11209961B2
US-10721071-B2,Wearable personal digital identity card for fingerprint bound access to a cloud service,TYFONE INC,https://patents.google.com/patent/US10721071B2
US-9679121-B2,Unlocking electronic devices using touchscreen input gestures,IBM,https://patents.google.com/patent/US9679121B2
US-9128614-B2,"Device, method, and graphical user interface for manipulating soft keyboards",APPLE INC,https://patents.google.com/patent/US9128614B2
US-10025945-B2,Decryption method for use in displaying data,GETAC TECHNOLOGY CORP,https://patents.google.com/patent/US10025945B2
US-2015106891-A1,Informed implicit enrollment and identification,MICROSOFT CORP,https://patents.google.com/patent/US20150106891A1
US-9038167-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9038167B2
US-9213822-B2,"Device, method, and graphical user interface for accessing an application in a locked device",APPLE INC,https://patents.google.com/patent/US9213822B2
US-10476675-B2,Personal digital identity card device for fingerprint bound asymmetric crypto to access a kiosk,TYFONE INC,https://patents.google.com/patent/US10476675B2
US-9329771-B2,Embedded authentication systems in an electronic device,"APPLE INC, APPLE INC",https://patents.google.com/patent/US9329771B2
US-10867059-B2,"Device, method, and graphical user interface for accessing an application in a locked device",APPLE INC,https://patents.google.com/patent/US10867059B2
US-2023252476-A1,Computationally efficient theft detection,CAPITAL ONE SERVICES LLC,https://patents.google.com/patent/US20230252476A1
US-9372978-B2,"Device, method, and graphical user interface for accessing an application in a locked device",APPLE INC,https://patents.google.com/patent/US9372978B2
CN-107808075-A,Input verification method,"LAI TE LUEN, TAI WEN KAI",https://patents.google.com/patent/CN107808075A
US-9342674-B2,Man-machine interface for controlling access to electronic devices,APPLE INC,https://patents.google.com/patent/US9342674B2
US-9569089-B2,Portable electronic device with multi-touch input,"ORDING BAS, FORSTALL SCOTT, CHRISTIE GREG, LEMAY STEPHEN O, CHAUDHRI IMRAN, APPLE INC",https://patents.google.com/patent/US9569089B2
US-8745544-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US8745544B2
US-7552467-B2,Security systems for protecting an asset,LINDSAY JEFFREY DEAN,https://patents.google.com/patent/US7552467B2
US-9760707-B2,Unlocking electronic devices using touchscreen input gestures,IBM,https://patents.google.com/patent/US9760707B2
US-9128601-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9128601B2
US-2015033306-A1,Apparatus and method for system user authentication,IBM,https://patents.google.com/patent/US20150033306A1
US-2009193263-A1,Identifying and processing an unauthorized access request,"GNECH THOMAS HERMANN, ILLNER REGINA",https://patents.google.com/patent/US20090193263A1
US-9740832-B2,"Method, apparatus and system for access mode control of a device",APPLE INC,https://patents.google.com/patent/US9740832B2
US-9274647-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9274647B2
US-9330243-B2,Method for biometrically controlling device access and device therefor,"KLINGHULT GUNNAR, SONY CORP",https://patents.google.com/patent/US9330243B2
US-12302089-B2,Wearable identity device for fingerprint bound access to a cloud service,SIDEASSURE INC,https://patents.google.com/patent/US12302089B2
US-10211988-B2,Personal digital identity card device for fingerprint bound asymmetric crypto to access merchant cloud services,TYFONE INC,https://patents.google.com/patent/US10211988B2
CN-107197089-A,"End message method of controlling security, terminal and computer-readable recording medium",NUBIA TECHNOLOGY CO LTD,https://patents.google.com/patent/CN107197089A
EP-2523138-A1,"Unlocking method, computer readable storage medium and handheld electrical device",HTC CORP,https://patents.google.com/patent/EP2523138A1
US-8627237-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US8627237B2
US-8079079-B2,Multimodal authentication,"ZHANG ZHENGYOU, WILLIAMS DAVID W, KONG YUAN, LIU ZICHENG, KURLANDER DAVID, SINCLAIR MIKE, MICROSOFT CORP",https://patents.google.com/patent/US8079079B2
US-9754095-B2,Unlocking electronic devices using touchscreen input gestures,IBM,https://patents.google.com/patent/US9754095B2
US-10781608-B2,EAC system with plurality of different algorithm/operant pairs having different functionality,MASTER LOCK CO,https://patents.google.com/patent/US10781608B2
US-10956550-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US10956550B2
US-2016145902-A1,EAC System with Plurality of Different Algorithm/Operand Pairs Having Different Functionality,MASTER LOCK CO,https://patents.google.com/patent/US20160145902A1
US-9134896-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9134896B2
US-10078439-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US10078439B2
US-8943580-B2,Embedded authentication systems in an electronic device,"FADELL ANTHONY, HODGE ANDREW, SCHELL STEPHAN, CABALLERO RUBEN, DOROGUSKER JESSE LEE, ZADESKY STEPHEN, SANFORD EMERY, APPLE INC",https://patents.google.com/patent/US8943580B2
US-10378240-B2,EAC system with plurality of different algorithm/operand pairs having different functionality,MASTER LOCK CO,https://patents.google.com/patent/US10378240B2
US-8640057-B2,Unlocking a device by performing gestures on an unlock image,"CHAUDHRI IMRAN, ORDING BAS, ANZURES FREDDY ALLEN, VAN OS MARCEL, FORSTALL SCOTT, CHRISTIE GREG, APPLE INC",https://patents.google.com/patent/US8640057B2
US-2009083847-A1,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US20090083847A1
US-9959694-B2,Security systems for protecting an asset,LINDSAY JEFFREY DEAN,https://patents.google.com/patent/US9959694B2
US-10521662-B2,Unguided passive biometric enrollment,MICROSOFT TECHNOLOGY LICENSING LLC,https://patents.google.com/patent/US10521662B2
US-8528072-B2,"Method, apparatus and system for access mode control of a device","SHI JIANXIONG JASON, APPLE INC",https://patents.google.com/patent/US8528072B2
US-9671953-B2,Systems and methods using drawings which incorporate biometric data as security information,"U S ARMY RES LABORATORY ATTN: RDRL-LOC-I, US ARMY",https://patents.google.com/patent/US9671953B2
WO-2017012216-A1,"Login processing method and apparatus, and terminal",ZTE CORP,https://patents.google.com/patent/WO2017012216A1
CN-109416714-A,User authentication method and device based on touch input containing fingerprint information,BAE JAE KWANG,https://patents.google.com/patent/CN109416714A
US-2009083850-A1,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US20090083850A1
US-2019158290-A1,Personal digital identity card device for fingerprint bound asymmetric crypto to access a kiosk,TYFONE INC,https://patents.google.com/patent/US20190158290A1
CN-107423384-A,Live detection job analysis management method based on information integration technology,"MAINTENANCE CO STATE GRID HENAN ELECTRIC POWER CO, STATE GRID CORP CHINA",https://patents.google.com/patent/CN107423384A
US-10762189-B2,Segment pattern entry based authentication,BLACKBERRY LTD,https://patents.google.com/patent/US10762189B2
US-11006271-B2,Wearable identity device for fingerprint bound access to a cloud service,SIDEASSURE INC,https://patents.google.com/patent/US11006271B2
US-11086507-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US11086507B2
US-2014157018-A1,Power module and electronic device,"HON HAI PREC IND CO LTD, HONGFUJIN PREC IND SHENZHEN",https://patents.google.com/patent/US20140157018A1
US-7313827-B2,Apparatus and method for analysis of conversational patterns to position information and autonomic access control list management,IBM,https://patents.google.com/patent/US7313827B2
US-7480805-B1,Method and system for identifying and processing an unauthorized access request,IBM,https://patents.google.com/patent/US7480805B1
US-2013129161-A1,System and Method for Using Fingerprint Sequences for Secured Identity Verification,"GOEL AMIT, COMPUTER ASS THINK INC",https://patents.google.com/patent/US20130129161A1
